RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD,NOCALL_1,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3A,Q3B,Q4,Q5A,Q5B,Q6A,Q6B,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q10A,Q10B,Q10C,Q11,Q11OTHER,Q12,Q12OTHER,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q27,Q28,Q28B_NIG,Q28C_NIG,Q29A,Q29B,Q29C,Q30A,Q30B,Q30C,Q30D,Q31A,Q31B,Q31C,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47A,Q47B,Q47C,Q47D,Q47E,Q48A,Q48B,Q48C,Q49,Q50,Q51,Q52A,Q52B,Q52C,Q52D,Q52E,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q57,Q58,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q59G,Q59H,Q59I,Q59J,Q59K_NIG,Q60A,Q60B,Q60C,Q60D,Q60E,Q60F,Q60G,Q60H_NIG,Q60I_NIG,Q60J_NIG,Q61A,Q61B,Q61C,Q61D,Q61E,Q61F,Q62A,Q62B,Q63PT1,Q63PT1OTHER,Q63PT2,Q63PT2OTHER,Q63PT3,Q63PT3OTHER,Q64,Q65A,Q65B,Q65C,Q65D,Q65E,Q65F,Q65G,Q65H,Q65I,Q65J,Q65K,Q65L,Q65M,Q65N,Q65O,Q65P,Q65P_NIG,Q66A,Q66B,Q66C,Q66D,Q66E,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q68F,Q69A,Q69B,Q69C,Q69D,Q69E,Q69F,Q70A,Q70B,Q70C,Q71A,Q71B,Q71C,Q71D_NIG,Q72A,Q72B,Q72C,Q72D_NIG,Q73A,Q73B,Q73C,Q73D,Q73E,Q74,Q75A,Q75B,Q75C,Q76A,Q76B,Q77,Q77OTHER,Q78,Q78A1,Q79A_NIG,Q79B_NIG,Q79D_NIG,Q79E_NIG,Q80A_NIG,Q80B_NIG,Q80C_NIG,Q81A_NIG,Q81B_NIG,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q83A_NIG,Q83B_NIG,Q83C_NIG,Q84,Q84OTHER,Q85A,Q85B,Q85C,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87,Q88A,Q88B,Q88C,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q91A,Q91B,Q92,Q93A,Q93B,Q93C,Q94,Q95A,Q95B,Q96,Q97,Q98A,Q98AOTHER,Q98A1_NIG,Q98B,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q117,withinwt
NIG0603,1,629,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,1,1,11/5/2012,11:50:00,49,658,OHAFIA,1,1,2,2,3,2,5,1,2,4,3,3,3,4,4,3,3,0,6, ,1, ,3,4,4,4,0,1,1,1,4,1,4,4,1,4,4,1,1,2,0,3,3,1,0,0,2,1,1,1,0,0,0,2,0,2,0,1,1,1,3,4,1,4,4,4,1,1,4,1,2,1,2,3,0,1,0,7,8,10,5,99,9,5,4,4,1,1,1,0,2,2,2,0,2,1,9,3,3,0,2,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,24, ,5, ,16, ,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,5,3,1,-1,-1,-1,-1,-1,3,3,3,2,3,3,3,0,0,7,1,1,1,1,0,0,1,1,0,1,1,7,7,3,4,3,3,2,2,3, ,1,0,4,3,4,1,4,1,1,1,1,4,4,4,4,1,1,2,1,9995,OKA SOUTH,2,2,1,1,1,1,1,1,1,0,1,0,0,0,9997, ,1,1,1,3,3,1,4,4,0,1,1,1,1,8,15, ,2,4,9997, ,17,12:57:00,67,1,1, ,1, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG15,20,2,2,633, ,5,.771226
NIG0604,1,629,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,5,1,11/5/2012,10:25:00,18,635, ,4,5,4,9,9,3,4,1,1,0,0,1,0,1,0,1,0,1,3,POLICE ARE AFRAID OF CRIMINALS,1, ,3,3,4,4,2,1,2,3,4,4,4,3,3,3,2,4,3,0,0,0,2,0,0,0,8,4,9,9,0,0,0,0,0,0,0,9,3,1,2,2,4,3,3,2,3,3,1,3,3,1,4,4,6,99,99,10,99,99,99,99,99,5,4,4,1,2,2,0,1,1,0,1,2,1,2,2,0,2,2,0,2,2,0,0,2,1,2,1,1,1,0,0,0,0,1,0,0,2,2,1,2,1,1,1,2,1,1,0,0,0,0,7,0,0,0,3, ,16, ,11, ,3,3,2,1,1,2,2,2,1,1,2,2,1,2,3,1,1,1,3,2,1,1,1,3,2,2,5,3,7,7,7,7,7,7,0,1,2,0,2,0,0,0,7,3,3,2,2,0,1,1,1,1,1,1,7,7,0,2,2,4,3,3,3, ,2,3,9,3,2,2,2,1,2,3,2,9,3,9,1,9,1,4,4,634, ,0,3,5,0,0,0,0,1,1,0,3,1,1,0,9997, ,1,0,0,0,4,1,4,4,0,10,1,1,0,4,14, ,3,4,638, ,1,11:30:00,65,1,1, ,623, ,4,1,1,0,0,0,0,0,4,1,1,1,2,1,1,NIG16,25,1,2,633, ,6,.771226
NIG0605,1,629,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,3,1,11/5/2012,11:55:00,32,639, ,1,4,1,3,4,5,5,1,3,0,0,3,4,2,0,0,0,7,6, ,9999, ,4,4,0,0,0,0,1,1,1,1,1,1,4,4,3,1,4,2,0,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,0,1,9,1,1,5,1,1,1,1,1,2,4,3,2,1,3,3,0,0,0,9,6,8,3,6,7,5,5,2,1,1,4,1,2,2,1,3,1,1,2,3,0,0,3,2,3,0,2,2,1,1,1,2,1,1,0,1,1,0,1,1,0,2,2,2,1,3,2,2,2,2,2,1,0,1,7,0,0,0,0,24, ,3, ,4, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,-1,1,2,2,3,3,1,2,2,1,2,1,0,0,7,1,2,1,1,2,3,3,3,1,1,1,7,7,0,4,4,3,3,3,3, ,1,0,1,1,1,2,3,4,4,1,1,1,1,3,3,1,1,4,2,635, ,1,3,5,1,1,0,0,0,0,0,1,0,0,0,9997, ,1,1,0,0,0,2,4,4,0,1,2,1,1,3,13, ,3,4,9997, ,1,12:45:00,50,2,1, ,1, ,4,1,3,0,0,0,0,0,4,1,1,1,1,1,1,NIG14,25,1,2,633, ,5,.771226
NIG0606,1,629,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,2,1,11/5/2012,10:20:00,49,635, ,1,1,3,3,3,4,5,1,2,3,1,4,3,1,0,2,1,0,3, ,1, ,4,4,1,0,0,0,1,2,4,4,2,2,2,4,4,1,4,2,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,5,4,5,2,1,2,4,1,1,1,2,4,1,2,1,2,3,1,2,0,10,8,9,4,3,10,5,1,4,1,1,1,1,2,0,2,0,1,0,2,3,3,0,2,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,3,3,3,0,0,0,0,0,0,0,0,4, ,16, ,24, ,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,7,7,7,7,7,7,3,3,3,3,3,3,0,0,7,1,1,1,1,0,0,1,0,0,1,1,7,7,3,4,4,4,2,2,3, ,1,0,5,3,4,2,1,1,1,1,1,3,4,4,4,1,1,2,1,634, ,3,3,1,1,0,1,1,1,1,0,1,1,0,0,9997, ,1,1,0,0,0,1,4,4,0,4,1,1,1,6,15, ,2,4,9997, ,1,11:30:00,70,2,1, ,1, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG15,20,2,2,633, ,5,.771226
NIG0607,1,629,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,2,1,11/5/2012,11:46:00,39,640, ,1,3,4,5,3,4,5,1,0,0,0,1,1,0,0,0,0,7,5, ,1, ,2,3,0,0,0,1,1,2,1,1,1,1,4,1,5,2,4,2,0,0,1,0,0,0,1,4,1,9,0,0,0,0,0,0,0,1,2,1,3,2,3,2,3,4,1,2,2,1,2,2,4,1,3,6,5,10,99,99,99,99,99,4,4,5,1,1,3,2,3,2,3,2,1,1,3,3,2,1,3,2,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,2,2,2,3,0,2,1,7,1,0,0,11, ,620,FUEL SCARCITY,8, ,3,1,1,1,1,1,1,3,3,2,1,1,2,9,1,1,1,1,1,2,2,1,1,2,1,1,5,2,7,7,7,7,7,7,0,3,2,0,3,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,7,7,0,3,4,3,3,3,6, ,3,2,5,2,2,3,1,4,4,1,1,9,4,9,4,9,2,2,4,650,ESAN,1,3,5,0,0,1,1,0,1,0,2,0,0,0,9997, ,1,1,1,2,0,1,4,3,0,4,1,1,1,6,13, ,2,4,638, ,21,12:38:00,52,2,1, ,1, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG16,25,1,2,633, ,6,.771226
NIG0608,1,629,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,2,1,11/5/2012,10:14:00,26,9995,AGBOR,2,3,3,5,2,4,5,1,0,0,0,1,0,0,0,0,0,7,4,POLICE ARE CORRUPT,1, ,4,4,4,3,3,1,5,2,4,4,2,3,4,4,4,1,4,0,0,0,2,0,0,0,1,4,1,3,0,0,0,0,0,0,0,1,1,1,3,4,4,2,2,4,1,1,3,1,3,2,4,3,5,5,0,10,10,10,5,0,10,5,4,5,1,4,3,0,2,0,2,0,1,2,0,2,2,0,1,1,3,1,1,2,3,4,1,0,1,1,0,0,0,0,1,3,0,2,2,2,2,3,2,1,2,2,2,0,0,3,1,7,0,0,0,620,FUEL SUBSIDY,11, ,16, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,7,7,7,7,7,7,0,0,3,0,3,9,1,0,7,1,1,1,1,0,1,1,1,1,1,1,7,7,0,2,4,4,2,2,6, ,1,1,2,3,2,4,1,4,4,3,3,1,1,4,4,4,1,2,3,9995,AGBON,1,3,4,1,0,0,0,0,0,0,1,0,0,0,9997, ,1,1,1,2,3,1,4,2,0,2,2,1,1,8,13, ,3,4,621, ,21,11:15:00,61,2,1, ,1, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG13,22,2,2,633, ,5,.771226
NIG0609,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,2,1,11/6/2012,10:10:00,43,621, ,1,1,2,2,2,4,4,2,3,0,0,2,3,0,0,1,0,1,7, ,1, ,4,4,1,0,0,0,1,4,9,4,4,1,1,4,4,1,4,2,0,4,3,1,0,0,1,2,2,2,0,0,0,0,0,0,0,2,1,1,3,1,1,1,1,4,4,1,4,1,2,1,1,2,1,1,1,7,6,8,8,99,7,5,5,1,1,4,1,2,3,0,1,0,3,3,0,2,2,2,3,2,3,2,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,0,0,3,3,0,0,0,3, ,13, ,20, ,3,2,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,3,2,3,1,1,1,1,0,1,0,0,1,1,0,7,7,7,7,7,0,0,7,2,2,2,1,0,0,1,1,0,0,0,7,7,3,4,4,4,2,2,4, ,1,3,4,4,1,2,1,1,1,1,1,4,3,2,2,2,1,3,1,621, ,3,3,5,1,1,1,0,1,0,0,3,1,1,0,9997, ,1,1,0,0,0,1,3,1,0,4,3,2,1,5,2, ,3,4,9998, ,19,11:15:00,65,1,1, ,1, ,5,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG16,25,1,2,633, ,6,.659168
NIG0610,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,1,1,11/6/2012,10:00:00,48,627,ISOKO,1,4,2,2,2,4,4,1,0,0,0,0,2,4,4,3,0,0,0, ,1, ,3,3,3,2,0,0,4,3,3,3,1,4,1,3,4,1,4,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,4,5,1,1,1,1,2,2,2,2,1,4,1,1,1,8,3,0,2,7,10,5,7,6,4,8,5,4,5,1,1,3,1,3,2,0,3,0,0,3,3,3,3,2,2,2,2,0,3,3,2,0,0,1,0,0,0,0,2,2,2,0,3,2,2,2,2,2,2,2,3,3,7,7,7,7,7,9,0,0,24, ,29, ,3, ,3,1,1,1,1,1,1,1,3,1,2,9,1,1,2,1,1,1,1,2,1,1,1,1,1,3,3,1,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,2,1,1,1,1,1,1,1,1,1,1,7,7,3,4,4,4,2,2,3, ,1,9,4,3,1,1,4,4,4,1,1,9,9,9,9,9,1,2,3,626,ISOKO,1,2,5,1,1,1,1,1,1,0,1,0,0,0,9997, ,1,1,0,0,1,1,4,2,0,3,2,1,1,5,13, ,2,4,621, ,1,10:45:00,45,2,1, ,1, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG15,20,2,2,633, ,5,.659168
NIG0611,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,1,1,11/6/2012,10:20:00,31,635, ,1,4,2,2,2,4,4,2,0,2,2,2,1,2,1,1,1,0,5, ,1, ,3,3,4,4,0,1,1,3,3,2,4,4,4,4,4,2,4,1,0,2,1,0,2,0,1,3,1,1,1,1,0,0,0,0,0,1,1,1,3,4,1,1,1,1,1,1,4,1,1,1,4,3,3,5,5,4,8,8,6,5,7,4,1,2,2,4,2,1,1,1,2,2,0,0,2,1,3,2,1,1,3,0,0,2,2,2,1,1,0,0,0,0,3,0,3,0,0,3,3,1,3,2,2,2,3,2,3,1,0,0,0,1,0,0,0,3, ,1, ,20, ,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,3,0,3,3,2,3,3,1,1,1,1,3,1,0,0,7,1,1,1,1,1,1,0,0,0,0,0,7,7,2,9,9,9,2,2,4, ,3,2,2,1,1,4,4,2,1,2,2,2,2,4,4,2,1,2,2,634, ,1,3,5,1,0,0,0,0,1,1,1,1,0,1,621, ,1,1,0,3,4,1,4,3,0,1,2,2,1,8,2, ,3,4,621, ,1,11:30:00,70,1,1, ,1, ,5,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG14,25,1,2,633, ,5,.659168
NIG0612,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,9,1,11/6/2012,11:22:00,19,635, ,1,5,4,5,2,5,5,2,2,0,0,2,0,3,2,1,0,0,9, ,8, ,0,4,0,0,0,1,2,4,4,4,4,4,1,4,1,4,4,0,0,1,4,1,1,0,1,4,1,1,1,1,0,0,0,0,0,1,5,1,2,4,4,2,1,4,1,1,1,1,2,1,3,3,5,7,4,10,99,10,10,4,5,5,1,5,1,4,4,2,3,3,3,0,3,0,3,3,3,3,3,3,0,0,2,2,3,4,0,1,3,0,3,0,3,0,3,3,0,1,1,3,3,3,3,1,1,1,1,0,0,3,3,7,3,3,3,16, ,13, ,24, ,3,3,3,1,1,4,4,4,4,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,1,1,5,1,7,7,7,7,7,7,3,0,3,3,3,3,0,0,7,1,1,4,1,3,3,3,3,1,1,1,7,7,0,1,4,4,3,1,6, ,3,3,2,1,1,2,1,4,2,4,1,9,4,9,2,9,1,3,4,634, ,0,2,1,0,0,0,0,1,1,0,0,3,0,1,621, ,0,1,1,0,0,1,4,4,0,9,1,1,1,5,5, ,1,4,621, ,1,12:30:00,68,1,1, ,623, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG13,22,2,2,633, ,5,.659168
NIG0613,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,2,1,11/6/2012,11:30:00,27,640, ,1,5,2,2,5,5,5,1,1,2,0,0,3,0,3,3,1,0,7, ,8, ,0,4,4,0,0,0,1,1,1,1,2,2,3,1,3,3,3,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,4,1,2,2,3,4,4,3,3,3,3,2,1,1,3,2,3,4,9,99,99,99,99,99,4,4,4,1,2,3,0,3,0,0,0,1,3,0,2,1,1,1,1,2,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,REDUCE THE PRICE OF GOODS,11,BANING OKADA,13, ,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,1,1,1,2,2,2,3,1,4,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,7,1,1,3,1,3,3,3,3,0,0,0,7,7,0,4,4,3,1,1,4, ,2,9,3,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,650,ESAN,0,3,5,1,1,1,0,1,1,0,3,1,1,0,9997, ,0,1,0,0,0,1,2,2,0,2,3,2,1,3,18, ,2,4,9998, ,999,12:45:00,75,2,1, ,623, ,5,1,4,0,0,0,0,0,4,1,1,1,1,1,1,NIG16,25,1,2,633, ,6,.659168
NIG0614,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,3,1,11/6/2012,11:08:00,20,635, ,1,3,4,1,4,2,4,1,0,0,1,0,1,3,0,0,0,7,5, ,8, ,3,4,2,3,0,0,1,1,4,4,4,4,1,3,4,1,4,2,0,1,0,0,1,1,3,4,1,1,0,0,0,0,0,0,0,1,1,1,3,3,2,3,2,3,4,1,4,1,1,1,8,2,0,2,1,8,5,6,3,2,7,4,1,5,1,1,4,1,2,1,3,3,0,0,3,3,3,3,3,3,3,2,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,9,0,0,24, ,29, ,27, ,2,1,1,1,1,1,1,2,3,3,1,1,1,1,3,1,3,1,1,1,1,1,1,2,2,1,5,4,7,7,7,7,7,7,0,0,3,3,3,0,0,0,7,1,1,1,1,3,1,1,1,0,0,0,7,7,3,2,4,4,2,2,4, ,1,1,3,3,1,1,4,4,4,1,1,1,1,2,2,1,1,2,3,634, ,3,3,5,1,0,1,1,1,1,0,1,1,1,0,9997, ,0,0,0,0,2,1,4,4,0,3,2,2,0,5,2, ,3,4,9997, ,22,11:55:00,47,1,1, ,1, ,5,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG15,20,2,2,633, ,5,.659168
NIG0615,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,4,1,11/6/2012,11:58:00,22,627, ,1,1,1,1,1,2,1,1,3,0,9,3,3,3,3,3,0,0,5, ,1, ,3,4,2,0,3,1,2,1,4,2,3,3,4,4,3,1,4,2,0,1,1,1,1,0,7,4,1,2,1,1,1,0,0,0,0,1,1,2,2,3,1,2,2,1,2,2,1,1,2,1,4,1,1,1,2,1,1,4,2,3,1,4,2,5,2,3,3,2,1,2,3,1,1,0,1,1,2,2,3,2,2,1,2,2,4,4,1,0,3,0,0,0,3,2,3,3,0,2,2,3,3,3,3,1,2,2,3,0,0,0,0,0,0,0,0,3, ,14, ,13, ,1,2,1,2,2,1,2,2,1,2,2,1,1,3,1,1,2,1,2,1,2,3,3,2,2,9,9,2,7,7,7,7,7,7,0,0,3,2,2,0,0,0,7,3,3,1,1,1,3,1,0,0,0,0,7,7,2,9,9,9,2,2,7, ,3,9,3,4,1,3,4,3,1,2,1,9,2,9,3,2,3,2,1,634, ,2,3,4,0,0,1,0,1,0,0,1,0,0,0,9997, ,1,1,0,0,0,1,4,2,0,3,2,2,1,5,5, ,3,4,9999, ,1,12:50:00,52,2,1, ,1, ,5,2,4,0,0,0,0,0,4,1,2,2,2,2,1,NIG14,25,1,2,633, ,5,.659168
NIG0616,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,1,2,6,1,11/6/2012,10:09:00,46,622, ,1,4,1,5,4,4,5,1,1,0,1,2,1,2,2,0,0,7,4, ,1, ,3,3,2,0,1,1,1,4,4,4,1,5,1,4,4,1,4,2,3,3,3,0,2,1,1,4,4,3,1,0,1,0,0,0,0,4,2,1,3,4,1,2,4,4,2,3,3,1,2,1,1,4,6,6,4,10,10,10,10,8,10,5,5,5,5,1,1,3,2,3,1,2,1,2,3,2,3,3,3,2,0,0,0,2,3,1,1,3,2,0,0,0,0,1,1,1,2,1,3,1,1,1,2,1,1,2,2,0,1,7,0,7,1,1,0,14, ,16, ,3, ,2,1,1,1,1,1,3,4,3,3,1,1,1,3,3,1,2,2,1,3,2,3,1,1,1,2,3,4,7,7,7,7,7,7,0,1,0,0,3,3,0,0,7,1,1,1,1,0,1,1,1,0,1,0,7,7,0,1,9,2,1,3,6, ,1,1,1,3,2,3,1,4,4,1,1,9,4,9,4,9,4,3,2,622, ,2,2,5,0,0,1,0,1,0,0,3,0,0,1,638, ,0,1,0,0,0,1,4,4,0,5,2,1,0,4,13, ,3,4,638, ,1,11:09:00,60,2,1, ,1, ,4,1,3,0,0,0,0,0,4,1,1,1,1,1,1,NIG13,22,2,2,633, ,5,.659168
NIG0617,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,5,1,11/6/2012,15:25:00,19,635, ,1,3,2,5,3,1,5,1,2,0,2,3,3,4,4,3,0,0,620,POLICE WILL ARREST INNOCENT PEOPLE,8, ,3,3,3,4,2,2,1,1,1,1,4,5,4,5,2,2,4,0,0,1,2,0,1,0,1,3,1,4,0,0,0,0,0,0,0,1,4,1,2,4,3,3,1,4,1,5,4,1,2,2,1,2,4,5,5,10,7,9,9,6,9,4,1,4,2,1,2,1,3,0,2,2,2,0,0,3,3,2,1,0,3,0,3,0,1,1,1,1,1,1,2,0,0,0,1,1,0,1,3,3,1,3,1,1,1,1,1,0,0,0,0,7,1,1,1,3, ,13, ,20, ,0,1,1,1,3,2,1,3,4,1,3,1,3,1,4,3,3,1,1,1,1,1,1,3,2,2,5,2,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,3,1,2,1,0,1,1,0,1,1,1,7,7,0,4,4,3,1,3,6, ,3,1,2,1,2,1,1,4,4,1,1,9,3,9,2,9,2,2,1,634, ,1,2,1,0,1,0,0,0,0,0,1,1,1,0,9997, ,1,1,0,2,4,1,4,2,0,5,3,2,1,5,5, ,2,4,9997, ,21,16:28:00,63,1,1, ,1, ,5,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG13,22,2,2,633, ,5,.856918
NIG0618,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,3,1,11/6/2012,13:56:00,18,621, ,4,4,4,1,5,2,4,2,2,0,0,1,3,0,4,0,1,0,7, ,1, ,3,2,3,2,0,2,1,4,2,4,1,2,4,3,1,1,3,2,2,1,4,1,0,0,8,3,1,4,0,0,0,0,0,0,0,1,5,1,3,1,1,1,1,4,2,1,3,1,2,1,4,3,1,8,99,7,10,10,9,10,10,4,4,4,1,3,4,1,1,9,0,0,3,9,9,2,1,0,0,1,2,2,2,0,4,1,1,1,0,3,0,0,1,0,3,3,0,2,1,2,2,1,1,0,1,2,2,7,0,0,0,0,0,0,0,13, ,4, ,3, ,3,2,1,2,2,2,2,1,1,2,2,2,1,4,1,3,2,2,2,1,3,3,2,9,3,2,5,3,7,7,7,7,7,7,1,2,2,2,3,2,0,0,7,3,2,2,1,1,0,1,0,0,0,0,7,7,2,9,9,9,3,3,3, ,1,9,4,1,9,3,2,4,4,2,1,9,4,9,4,2,4,4,2,621, ,3,-1,1,0,0,0,0,1,0,0,1,1,0,0,9997, ,1,1,0,2,3,1,4,3,0,3,2,2,0,3,2, ,1,4,621, ,999,15:10:00,74,1,1, ,1, ,7,1,4,0,0,0,0,0,4,1,1,1,1,1,1,NIG14,25,1,2,633, ,5,.856918
NIG0619,1,629,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,997,997,997,997,997,997,997,2,1,1,1,11/6/2012,14:47:00,22,632,IJAW,3,3,4,2,5,2,1,1,0,0,0,0,0,1,0,3,0,0,6, ,9995,LAWYER,4,4,2,4,2,1,5,4,2,4,4,2,2,4,4,1,4,3,0,1,1,1,1,1,1,4,2,2,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,1,1,1,2,2,3,1,2,3,0,1,2,8,7,8,5,4,9,4,4,2,1,1,1,2,2,2,0,2,1,0,3,2,2,3,2,3,2,3,0,2,1,1,1,0,1,0,1,0,0,0,1,1,0,3,3,3,3,3,3,2,3,3,3,7,7,7,7,7,2,0,0,23, ,16, ,11, ,3,1,1,1,1,1,1,3,3,1,1,3,3,1,1,1,1,1,3,1,2,1,3,2,2,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,1,1,1,1,0,1,1,2,0,1,1,7,7,2,2,4,4,2,3,4, ,4,1,3,3,4,1,4,4,4,1,1,3,3,4,4,1,4,4,3,631,IJAW,0,2,5,1,1,0,0,1,1,0,1,1,0,0,9997, ,1,1,0,3,4,9,4,4,0,1,3,2,9,5,12, ,2,4,621, ,1,15:37:00,50,1,1, ,1, ,4,1,1,0,0,0,0,0,4,1,1,1,1,1,1,NIG15,20,2,2,633, ,5,.856918
